TO_Time_UTC, jNO2_up, jNO2_down, jNO2_total, NO_ppbv, NO2_ppbv, NOy_ppbv, O3_ppbv, NOx_ppbv, Ox_ppbv, CO2_ppm, CO2_i_ppm, CH4_ppb, CH4_i_ppb, CO_ppb, CO_i_ppb, H2O_pct, H2O_i_pct, AmbTemp, RelHumidity, StaticPrs, VertWindSpd, WindDir, WindSpd, Heading, Pitch, Roll, TrueAirSpd, GPSAlt, GPSLat, GPSLon
56381,,,,,,,,,,409.9,409.89,,1917.6,,90.0,0.982,0.982,30.14,0.0,867.68,,,,341.6,6.6,-1.9,102.5,1015.0,38.669,-121.328
56382,,,,,,,,,,,409.93,1917.5,1917.5,,89.9,,0.982,30.21,0.0,868.34,,,,341.7,6.7,0.0,101.7,1018.0,38.669,-121.328
56383,,,,,,,,,,,409.97,,1917.5,89.7,89.7,0.983,0.983,30.26,0.0,868.7,,,,342.3,6.7,0.4,101.2,1021.0,38.67,-121.328
56384,,,,,,,,,,410.0,410.0,1917.4,1917.4,,89.8,,0.983,30.38,0.0,870.08,,,,342.8,6.8,0.0,99.5,1024.0,38.67,-121.328
56385,,,,,,,,,,,410.02,,1917.2,89.9,89.9,,0.983,30.35,0.0,869.62,,,,342.6,6.9,-0.3,99.6,1027.0,38.671,-121.329
56386,,,,,,,,,,410.03,410.03,,1917.0,,89.6,0.983,0.983,30.27,0.0,868.64,,,,342.3,7.0,-0.2,100.4,1030.0,38.671,-121.329
56387,,,,,,,,,,,409.99,1916.9,1916.9,89.0,89.2,,0.983,30.29,0.0,868.36,,,,342.3,7.1,-0.1,100.0,1034.0,38.672,-121.329
56388,,,,,,,,,,409.95,409.96,,1916.9,,90.3,0.983,0.983,30.28,0.0,868.12,,,,342.4,7.1,0.0,100.1,1037.0,38.672,-121.329
56389,,,,,,,,,,,410.01,1917.0,1917.0,,92.5,,0.983,30.28,0.0,868.0,,,,342.3,7.1,0.2,99.8,1040.0,38.673,-121.33
56390,,,,,,,,,,,410.11,,1916.9,94.2,94.4,0.982,0.983,30.2,0.0,866.76,,,,342.2,7.1,0.0,100.7,1044.0,38.673,-121.33
56391,,,,,,,,,,410.18,410.16,1916.9,1916.9,,95.3,,0.983,30.19,0.0,866.52,,,,342.3,7.2,0.0,100.7,1047.0,38.674,-121.33
56392,,,,,,,,,,,410.11,,1917.0,96.2,96.1,,0.984,30.25,0.0,866.64,,,,342.4,7.3,0.0,100.1,1051.0,38.674,-121.33
56393,,,,,,,,,,410.05,410.06,,1917.1,,93.1,0.984,0.984,30.23,0.0,866.28,,,,342.3,7.3,-0.2,100.0,1054.0,38.675,-121.331
56394,,,,,,,,,,,410.19,1917.2,1916.9,88.4,89.7,,0.984,30.17,0.0,865.62,,,,342.6,7.2,-0.3,100.6,1058.0,38.675,-121.331
56395,,,,,,,,,,410.37,410.33,,1916.4,,89.4,0.983,0.983,30.31,0.0,866.68,,,,343.0,7.3,-0.2,99.3,1061.0,38.676,-121.331
56396,,,,,,,,,,,410.24,1916.0,1916.0,,91.0,,0.983,30.3,0.0,866.1,,,,342.8,7.4,-0.3,99.3,1065.0,38.677,-121.331
56397,,,,,,,,,,,410.04,,1915.9,92.2,90.8,0.984,0.984,30.34,0.0,866.34,,,,342.6,7.4,-0.7,98.6,1068.0,38.677,-121.332
56398,,,,,,,,,,409.92,409.95,1915.8,1915.8,,86.0,,0.982,30.28,0.0,865.4,,,,342.2,7.2,-0.6,99.1,1072.0,38.678,-121.332
56399,,,,,,,,,,,410.03,,1912.2,81.1,81.3,,0.979,30.29,0.0,865.4,,,,342.1,7.1,-0.8,98.8,1075.0,38.678,-121.332
56400,,,,,,,,,,410.1,410.11,1905.9,1907.9,,79.2,0.976,0.974,30.3,0.0,865.18,,,,341.9,7.0,-0.8,98.5,1079.0,38.679,-121.332
56401,,,,,,,,,,,410.17,,1906.4,76.5,77.2,,0.966,30.27,0.0,864.88,,,,341.7,7.1,-0.7,98.4,1082.0,38.679,-121.333
56402,,,,,,,,,,410.26,410.24,,1907.3,,76.4,0.958,0.958,30.23,0.0,864.34,,,,341.6,7.0,-0.4,98.7,1085.0,38.68,-121.333
56403,,,,,,,,,,,410.28,1908.0,1908.3,,76.2,,0.955,30.11,0.0,863.02,,,,341.3,6.5,-0.3,99.8,1089.0,38.68,-121.333
56404,,,,,,,,,,,410.31,,1909.8,76.1,77.1,0.951,0.952,30.05,0.0,862.26,,,,341.0,6.0,0.0,100.3,1091.0,38.681,-121.333
56405,,,,,,,,,,410.32,410.29,1911.3,1911.2,,80.1,,0.953,30.0,0.0,861.46,,,,340.9,6.1,0.2,101.0,1094.0,38.681,-121.334
56406,,,,,,,,,,,410.22,,1911.7,83.0,83.0,,0.955,29.94,0.0,860.94,,,,341.0,6.1,0.1,101.5,1096.0,38.682,-121.334
56407,,,,,,,,,,410.16,410.17,1912.4,1912.2,,84.6,0.956,0.957,29.96,0.0,860.96,,,,341.1,6.1,0.6,101.4,1099.0,38.682,-121.334
56408,,,,,,,,,,,410.21,,1911.4,86.6,86.2,,0.959,29.98,0.0,860.92,,,,341.2,6.2,0.5,101.3,1101.0,38.683,-121.334
56409,,,,,,,,,,410.26,410.25,,1909.9,,84.5,0.962,0.961,29.96,0.0,860.46,,,,341.2,6.0,0.2,101.5,1104.0,38.683,-121.335
56410,,,,,,,,,,,410.21,1908.9,1908.6,,81.6,,0.958,29.93,0.0,860.04,,,,341.3,5.8,0.0,101.7,1106.0,38.684,-121.335
56411,,,,,,,,,,,410.14,,1907.6,79.8,77.6,0.954,0.955,30.01,0.0,860.76,,,,341.7,5.7,0.2,100.7,1108.0,38.684,-121.335
56412,,,,,,,,,,410.11,410.1,1906.6,1906.6,,72.1,,0.949,30.01,0.0,860.98,,,,341.9,5.6,0.1,100.4,1110.0,38.685,-121.335
56413,,,,,,,,,,,410.09,,1905.9,66.9,67.0,,0.942,30.09,0.0,861.8,,,,342.1,5.7,-0.2,99.1,1112.0,38.685,-121.336
56414,,,,,,,,,,410.09,410.1,1905.0,1905.3,,68.9,0.938,0.936,29.95,0.0,860.66,,,,342.1,5.5,-0.2,100.4,1114.0,38.686,-121.336
56415,,,,,,,,,,,410.17,,1905.3,71.3,70.8,,0.933,29.92,0.0,860.36,,,,342.0,5.8,-0.5,100.4,1116.0,38.686,-121.336
56416,,,,,,,,,,410.25,410.24,,1905.7,,71.9,0.929,0.93,29.89,0.0,860.12,,,,341.9,5.8,-0.4,100.6,1118.0,38.687,-121.337
56417,,,,,,,,,,,410.24,1906.1,1906.4,,72.8,,0.933,29.82,0.0,859.52,,,,341.8,5.9,-0.3,101.1,1120.0,38.687,-121.337
56418,,,,,,,,,,,410.22,,1907.6,73.3,72.8,0.937,0.937,29.77,0.0,858.8,,,,341.7,6.0,-0.2,101.7,1123.0,38.688,-121.337
56419,,,,,,,,,,410.21,410.31,1908.9,1908.9,,71.4,,0.939,29.76,0.0,858.32,,,,341.6,6.2,-0.1,102.0,1125.0,38.689,-121.337
56420,,,,,,,,,,,410.5,,1909.5,70.2,70.4,,0.941,29.7,0.0,857.52,,,,341.3,6.3,-0.2,102.5,1128.0,38.689,-121.338
56421,,,,,,,,,,410.66,410.65,1910.3,1910.1,,73.3,0.943,0.943,29.68,0.0,857.06,,,,341.2,6.4,0.0,102.8,1131.0,38.69,-121.338
56422,,,,,,,,,,,410.58,,1909.4,77.1,76.2,,0.943,29.68,0.0,856.64,,,,341.1,6.5,0.1,102.9,1134.0,38.69,-121.338
56423,,,,,,,,,,410.49,410.51,,1907.8,,73.5,0.943,0.943,29.68,0.0,856.26,,,,341.0,6.5,0.3,102.9,1138.0,38.691,-121.338
56424,,,,,,,,,,,410.33,1906.8,1906.6,,68.6,,0.938,29.67,0.0,855.78,,,,341.0,6.5,0.4,103.0,1141.0,38.691,-121.339
56425,,,,,,,,,,,410.13,,1905.9,65.7,65.5,0.932,0.934,29.64,0.0,855.42,,,,341.1,6.4,0.4,103.1,1144.0,38.692,-121.339
56426,,,,,,,,,,410.03,410.02,1905.2,1905.2,,65.1,,0.93,29.63,0.0,855.1,,,,341.1,6.4,0.3,103.2,1147.0,38.692,-121.339
56427,,,,,,,,,,,410.0,,1904.5,64.7,64.8,,0.928,29.61,0.0,854.86,,,,341.3,6.5,0.4,103.1,1150.0,38.693,-121.339
56428,,,,,,,,,,409.98,409.98,1903.6,1903.9,,66.2,0.926,0.925,29.67,0.0,855.44,,,,341.7,6.5,0.4,102.3,1153.0,38.693,-121.34
56429,,,,,,,,,,,409.93,,1903.6,68.1,67.6,,0.924,29.67,0.0,855.52,,,,342.0,6.6,0.2,101.9,1156.0,38.694,-121.34
56430,,,,,,,,,,409.88,409.89,,1903.5,,67.3,0.923,0.923,29.7,0.0,855.7,,,,342.1,6.7,-0.1,101.4,1159.0,38.694,-121.34
56431,,,,,,,,,,,409.88,1903.5,1903.5,,66.3,,0.922,29.68,0.0,855.3,,,,341.9,6.8,-0.4,101.3,1163.0,38.695,-121.34
56432,,,,,,,,,,,409.87,,1903.6,65.7,65.0,0.922,0.922,29.63,0.0,854.7,,,,341.7,6.7,-0.3,101.7,1166.0,38.695,-121.341
56433,,,,,,,,,,409.87,409.93,1903.7,1903.7,,63.1,,0.922,29.61,0.0,854.3,,,,341.5,6.7,-0.1,101.7,1169.0,38.696,-121.341
56434,,,,,,,,,,,410.06,,1904.0,61.3,61.5,,0.921,29.63,0.0,854.18,,,,341.5,6.7,0.0,101.5,1173.0,38.696,-121.341
56435,,,,,,,,,,410.17,410.16,1904.3,1904.2,,64.6,0.92,0.92,29.62,0.0,853.78,,,,341.6,6.7,0.1,101.4,1176.0,38.697,-121.341
56436,,,,,,,,,,,410.08,,1904.3,68.7,67.8,,0.92,29.62,0.0,853.6,,,,341.5,6.6,0.0,101.4,1180.0,38.697,-121.342
56437,,,,,,,,,,409.98,410.0,,1904.3,,69.4,0.919,0.919,29.59,0.0,853.04,,,,341.3,6.7,0.0,101.5,1183.0,38.698,-121.342
56438,,,,,,,,,,,410.05,1904.3,1904.2,,70.4,,0.919,29.56,0.0,852.52,,,,341.2,6.6,0.1,101.8,1186.0,38.698,-121.342
56439,,,,,,,,,,,410.13,,1904.0,71.1,70.0,0.918,0.918,29.56,0.0,852.2,,,,341.3,6.7,0.3,101.7,1189.0,38.699,-121.342
56440,,,,,,,,,,410.18,410.1,1903.8,1903.8,,66.9,,0.918,29.57,0.0,852.08,,,,341.4,6.7,0.5,101.6,1193.0,38.699,-121.343
56441,,,,,,,,,,,409.93,,1904.3,63.9,64.0,,0.918,29.55,0.0,851.78,,,,341.5,6.8,0.3,101.5,1196.0,38.7,-121.343
56442,,,,,,,,,,409.78,409.79,1904.9,1904.7,,65.5,0.917,0.917,29.56,0.0,851.68,,,,341.6,6.8,0.2,101.4,1199.0,38.701,-121.343
56443,,,,,,,,,,,409.86,,1905.0,67.4,67.0,,0.916,29.55,0.0,851.6,,,,341.7,6.8,0.1,101.1,1202.0,38.701,-121.343
56444,,,,,,,,,,409.95,409.93,,1905.2,,67.2,0.915,0.915,29.59,0.0,851.7,,,,341.9,6.8,0.0,100.7,1205.0,38.702,-121.344
56445,,,,,,,,,,,409.94,1905.3,1905.3,,67.0,,0.913,29.59,0.0,851.82,,,,342.1,6.8,0.0,100.2,1208.0,38.702,-121.344
56446,,,,,,,,,,,409.93,,1905.6,66.8,66.4,0.911,0.912,29.59,0.0,851.76,,,,342.2,6.7,-0.1,100.0,1211.0,38.703,-121.344
56447,,,,,,,,,,409.92,409.94,1905.9,1905.9,,65.4,,0.911,29.56,0.0,851.48,,,,342.1,6.8,-0.4,99.9,1215.0,38.703,-121.344
56448,,,,,,,,,,,409.98,,1905.7,64.5,64.5,,0.911,29.54,0.0,851.1,,,,342.1,6.7,-0.5,100.0,1218.0,38.704,-121.345
56449,,,,,,,,,,410.02,410.01,1905.4,1905.5,,65.0,0.91,0.91,29.51,0.0,850.64,,,,342.0,6.6,-0.4,100.1,1221.0,38.704,-121.345
56450,,,,,,,,,,,409.87,,1905.3,65.7,65.6,,0.91,29.51,0.0,850.42,,,,342.0,6.6,-0.2,100.0,1224.0,38.705,-121.345
56451,,,,,,,,,,409.71,409.74,,1905.2,,66.6,0.91,0.91,29.46,0.0,849.82,,,,342.0,6.7,-0.2,100.4,1227.0,38.705,-121.345
56452,,,,,,,,,,,409.77,1905.1,1905.1,,67.8,,0.91,29.46,0.0,849.68,,,,341.9,6.6,-0.3,100.3,1230.0,38.706,-121.346
56453,,,,,,,,,,,409.85,,1905.3,68.5,68.0,0.91,0.91,29.4,0.0,848.82,,,,341.5,6.7,-0.4,100.8,1233.0,38.706,-121.346
56454,,,,,,,,,,409.89,409.88,1905.5,1905.5,,66.7,,0.91,29.39,0.0,848.4,,,,341.4,6.6,-0.2,101.1,1237.0,38.707,-121.346
56455,,,,,,,,,,,409.87,,1905.6,65.5,65.5,,0.909,29.4,0.0,848.22,,,,341.5,6.7,0.1,100.8,1240.0,38.707,-121.346
56456,,,,,,,,,,409.86,409.86,1905.6,1905.6,,66.2,0.909,0.908,29.42,0.0,848.14,,,,341.6,6.7,0.1,100.7,1243.0,38.708,-121.347
56457,,,,,,,,,,,409.89,,1905.9,67.2,67.0,,0.907,29.43,0.0,848.24,,,,341.8,6.7,0.1,100.2,1246.0,38.708,-121.347
56458,,,,,,,,,,409.93,409.92,,1906.4,,68.8,0.905,0.905,29.44,0.0,848.14,,,,341.9,6.6,0.0,100.0,1249.0,38.709,-121.347
56459,,,,,,,,,,,409.92,1906.8,1906.8,,71.1,,0.905,29.43,0.0,847.92,,,,341.8,6.6,-0.2,99.9,1252.0,38.709,-121.347
56460,,,,,,,,,,,409.9,,1906.9,72.5,72.8,0.904,0.905,29.4,0.0,847.5,,,,341.9,6.5,-0.2,100.0,1255.0,38.71,-121.348
56461,,,,,,,,,,409.89,409.95,1907.0,1907.0,,73.6,,0.903,29.43,0.0,847.66,,,,342.1,6.5,0.0,99.5,1258.0,38.71,-121.348
56462,,,,,,,,,,,410.08,,1906.8,74.3,74.3,,0.901,29.42,0.0,847.6,,,,342.3,6.5,-0.2,99.3,1261.0,38.711,-121.348
56463,,,,,,,,,,410.19,410.18,1906.5,1906.5,,74.4,0.9,0.9,29.42,0.0,847.42,,,,342.3,6.5,-0.4,99.2,1264.0,38.711,-121.348
56464,,,,,,,,,,,410.07,,1906.5,74.6,74.5,,0.9,29.38,0.0,846.94,,,,342.2,6.5,-0.6,99.4,1267.0,38.712,-121.349
56465,,,,,,,,,,409.95,409.97,,1906.5,,73.2,0.9,0.9,29.35,0.0,846.54,,,,342.1,6.5,-0.6,99.5,1270.0,38.712,-121.349
56466,,,,,,,,,,,410.05,1906.5,1906.4,,71.3,,0.9,29.34,0.0,846.26,,,,342.2,6.5,-0.4,99.6,1273.0,38.713,-121.349
56467,,,,,,,,,,410.21,410.16,,1906.4,70.2,69.9,0.899,0.9,29.32,0.0,846.12,,,,342.2,6.5,-0.8,99.5,1276.0,38.713,-121.349
56468,,,,,,,,,,,410.14,1906.3,1906.3,,69.2,,0.9,29.38,0.0,846.64,,,,342.4,6.5,-2.6,98.7,1279.0,38.714,-121.35
56469,,,,,,,,,,,410.0,,1906.2,68.6,68.8,,0.901,29.4,0.0,846.8,,,,342.1,6.5,-3.5,98.2,1282.0,38.714,-121.35
56470,,,,,,,,,,409.89,409.9,1906.2,1906.2,,70.5,0.901,0.901,29.32,0.0,845.66,,,,341.1,6.5,-4.0,99.0,1284.0,38.715,-121.35
56471,,,,,,,,,,,409.92,,1906.2,72.5,72.2,,0.901,29.21,0.0,844.5,,,,340.2,6.5,-3.6,100.0,1287.0,38.715,-121.35
56472,,,,,,,,,,409.94,409.94,,1906.3,,70.2,0.9,0.9,29.13,0.0,843.44,,,,339.5,6.5,-2.9,100.9,1290.0,38.716,-121.351
56473,,,,,,,,,,,410.0,1906.3,1906.2,66.2,67.5,,0.9,29.12,0.0,843.12,,,,339.2,6.6,-2.0,100.9,1293.0,38.716,-121.351
56474,,,,,,,,,,410.11,410.08,,1906.0,,66.2,0.9,0.9,29.14,0.0,843.1,,,,339.1,6.6,-1.7,100.7,1296.0,38.717,-121.351
56475,,,,,,,,,,,410.07,1905.9,1905.8,,66.3,,0.9,29.18,0.0,843.58,,,,339.1,6.5,-2.8,99.9,1299.0,38.717,-121.352
56476,,,,,,,,,,,410.01,,1905.7,66.4,66.7,0.899,0.9,29.26,0.0,844.32,,,,339.0,6.5,-3.8,98.8,1302.0,38.718,-121.352
56477,,,,,,,,,,409.96,409.97,1905.5,1905.5,,68.2,,0.9,29.26,0.0,844.2,,,,338.5,6.5,-4.3,98.5,1305.0,38.718,-121.352
56478,,,,,,,,,,,410.0,,1905.5,69.9,69.7,,0.901,29.2,0.0,843.7,,,,337.8,6.5,-4.4,98.9,1308.0,38.719,-121.352
56479,,,,,,,,,,410.03,410.03,,1905.4,,69.3,0.902,0.902,29.14,0.0,843.02,,,,337.0,6.5,-4.0,99.3,1311.0,38.719,-121.353
56480,,,,,,,,,,,410.12,1905.4,1905.5,68.2,68.6,,0.901,29.09,0.0,842.28,,,,336.3,6.5,-3.7,99.8,1314.0,38.72,-121.353
56481,,,,,,,,,,410.25,410.22,,1905.9,,68.4,0.901,0.901,29.09,0.0,842.24,,,,336.0,6.6,-3.8,99.7,1317.0,38.72,-121.353
56482,,,,,,,,,,,410.21,1906.2,1906.2,,68.7,,0.901,29.11,0.0,842.32,,,,335.6,6.7,-3.8,99.2,1320.0,38.721,-121.354
56483,,,,,,,,,,,410.14,,1906.4,68.9,69.1,0.901,0.901,29.09,0.0,842.04,,,,335.1,6.6,-3.7,99.3,1323.0,38.721,-121.354
56484,,,,,,,,,,410.1,410.08,1906.7,1906.6,,70.0,,0.9,29.05,0.0,841.6,,,,334.5,6.6,-3.4,99.4,1326.0,38.722,-121.354
56485,,,,,,,,,,,410.01,,1906.9,71.0,70.9,,0.899,28.98,0.0,840.78,,,,334.0,6.6,-3.0,100.0,1328.0,38.722,-121.355
56486,,,,,,,,,,409.95,409.95,,1907.1,,69.4,0.897,0.897,28.93,0.0,839.9,,,,333.3,6.7,-2.6,100.5,1331.0,38.723,-121.355
56487,,,,,,,,,,,409.97,1907.2,1907.3,66.8,67.6,,0.895,28.87,0.0,839.26,,,,332.9,6.7,-2.1,101.0,1334.0,38.723,-121.355
56488,,,,,,,,,,410.01,410.0,,1907.5,,67.8,0.893,0.893,28.86,0.0,838.9,,,,332.7,6.7,-1.5,101.0,1338.0,38.724,-121.356
56489,,,,,,,,,,,409.98,1907.7,1907.6,,69.5,,0.893,28.86,0.0,838.72,,,,332.6,6.6,-1.1,100.9,1341.0,38.724,-121.356
56490,,,,,,,,,,,409.94,,1907.6,70.7,70.7,0.893,0.893,28.85,0.0,838.54,,,,332.5,6.6,-0.9,100.8,1344.0,38.725,-121.356
56491,,,,,,,,,,409.91,409.89,1907.6,1907.6,,70.8,,0.892,28.85,0.0,838.46,,,,332.5,6.6,-0.9,100.6,1347.0,38.725,-121.357
56492,,,,,,,,,,,409.84,,1907.7,70.9,70.9,,0.891,28.81,0.0,837.94,,,,332.3,6.6,0.0,100.8,1350.0,38.726,-121.357
56493,,,,,,,,,,409.8,409.8,1908.0,1907.9,,69.6,0.891,0.891,28.7,0.0,836.64,,,,332.1,6.6,1.1,101.9,1353.0,38.726,-121.357
56494,,,,,,,,,,,409.78,,1907.8,67.7,68.3,,0.891,28.75,0.0,836.78,,,,332.7,6.7,1.7,101.5,1356.0,38.727,-121.358
56495,,,,,,,,,,409.75,409.76,,1907.5,,68.2,0.891,0.891,28.8,0.0,837.58,,,,333.5,6.6,2.1,100.4,1359.0,38.727,-121.358
56496,,,,,,,,,,,409.85,1907.2,1907.2,,68.9,,0.89,28.81,0.0,837.72,,,,334.0,6.6,2.0,99.9,1362.0,38.728,-121.358
56497,,,,,,,,,,,409.99,,1907.3,69.4,69.4,0.89,0.89,28.76,0.0,837.16,,,,334.2,6.5,1.7,100.2,1365.0,38.728,-121.359
56498,,,,,,,,,,410.08,410.08,1907.3,1907.3,,69.3,,0.89,28.76,0.0,836.84,,,,334.5,6.5,1.4,100.1,1368.0,38.729,-121.359
56499,,,,,,,,,,,410.07,,1907.4,69.2,69.2,,0.89,28.73,0.0,836.62,,,,334.8,6.5,1.3,100.1,1371.0,38.729,-121.359
56500,,,,,,,,,,410.06,410.06,,1907.4,,72.5,0.891,0.891,28.73,0.0,836.4,,,,335.2,6.4,1.1,100.0,1374.0,38.73,-121.36
56501,,,,,,,,,,,410.05,1907.4,1907.5,77.8,76.1,,0.891,28.72,0.0,836.32,,,,335.5,6.5,0.8,99.8,1377.0,38.73,-121.36
56502,,,,,,,,,,410.03,410.04,,1907.7,,76.7,0.89,0.89,28.68,0.0,835.82,,,,335.6,6.4,0.5,100.1,1380.0,38.731,-121.36
56503,,,,,,,,,,,410.03,1907.8,1907.8,,74.5,,0.89,28.61,0.0,834.92,,,,335.4,6.5,0.3,100.8,1383.0,38.731,-121.361
56504,,,,,,,,,,,410.01,,1907.6,72.7,72.3,0.89,0.89,28.59,0.0,834.4,,,,335.5,6.5,0.2,101.0,1386.0,38.732,-121.361
56505,,,,,,,,,,410.0,409.98,1907.4,1907.5,,70.0,,0.891,28.57,0.0,834.2,,,,335.6,6.5,0.3,101.0,1388.0,38.732,-121.361
56506,,,,,,,,,,,409.9,,1907.8,67.5,67.7,,0.891,28.56,0.0,834.06,,,,335.8,6.5,0.2,100.9,1391.0,38.732,-121.362
56507,,,,,,,,,,409.82,409.82,,1908.2,,70.0,0.891,0.891,28.55,0.0,833.88,,,,335.9,6.5,0.1,100.8,1394.0,38.733,-121.362
56508,,,,,,,,,,,409.85,1908.4,1908.4,73.7,72.6,,0.89,28.53,0.0,833.58,,,,336.0,6.5,0.0,100.9,1397.0,38.733,-121.362
56509,,,,,,,,,,409.88,409.87,,1908.3,,73.3,0.889,0.889,28.5,0.0,833.14,,,,336.0,6.6,0.0,101.0,1400.0,38.734,-121.363
56510,,,,,,,,,,,409.91,1908.3,1908.3,,72.6,,0.888,28.51,0.0,833.1,,,,336.1,6.5,0.0,100.8,1403.0,38.734,-121.363
56511,,,,,,,,,,,409.95,,1908.4,72.2,72.2,0.887,0.887,28.52,0.0,833.36,,,,336.4,6.5,0.1,100.2,1406.0,38.735,-121.363
56512,,,,,,,,,,409.98,409.94,1908.5,1908.5,,72.4,,0.887,28.53,0.0,833.36,,,,336.6,6.4,0.0,99.9,1409.0,38.735,-121.363
56513,,,,,,,,,,,409.85,,1908.6,72.6,72.6,,0.887,28.51,0.0,833.1,,,,336.7,6.4,-0.1,99.8,1412.0,38.736,-121.364
56514,,,,,,,,,,409.77,409.79,1908.8,1908.8,,71.7,0.887,0.887,28.5,0.0,832.76,,,,336.7,6.4,-0.2,99.9,1415.0,38.736,-121.364
56515,,,,,,,,,,,409.92,,1908.9,70.5,70.8,,0.886,28.45,0.0,832.32,,,,336.7,6.4,-0.3,100.1,1417.0,38.737,-121.364
56516,,,,,,,,,,410.08,410.05,,1909.1,,72.6,0.885,0.885,28.43,0.0,831.9,,,,336.7,6.4,-0.3,100.3,1420.0,38.737,-121.365
56517,,,,,,,,,,,410.06,1909.2,1909.2,,75.3,,0.884,28.42,0.0,831.76,,,,336.7,6.4,-0.3,100.1,1423.0,38.738,-121.365
56518,,,,,,,,,,410.04,410.05,,1909.3,76.8,75.3,0.882,0.883,28.4,0.0,831.58,,,,336.7,6.3,-0.4,100.1,1426.0,38.738,-121.365
56519,,,,,,,,,,,410.05,1909.3,1909.3,,72.0,,0.882,28.34,0.0,830.84,,,,336.5,6.4,-0.6,100.6,1429.0,38.739,-121.366
56520,,,,,,,,,,,410.06,,1909.4,69.1,69.4,,0.882,28.29,0.0,830.28,,,,336.3,6.4,-0.6,101.0,1431.0,38.739,-121.366
56521,,,,,,,,,,410.07,410.04,1909.6,1909.6,,70.9,0.882,0.882,28.27,0.0,829.84,,,,336.2,6.4,-0.5,101.1,1434.0,38.74,-121.366
56522,,,,,,,,,,,409.93,,1909.8,72.7,72.4,,0.88,28.26,0.0,829.46,,,,336.2,6.4,-0.4,101.3,1437.0,38.74,-121.367
56523,,,,,,,,,,409.81,409.82,,1910.0,,72.1,0.878,0.878,28.25,0.0,829.36,,,,336.2,6.5,-0.3,101.1,1440.0,38.741,-121.367
56524,,,,,,,,,,,409.78,1910.2,1910.3,71.1,71.4,,0.878,28.23,0.0,829.16,,,,336.2,6.5,-0.3,101.0,1442.0,38.741,-121.367
56525,,,,,,,,,,409.73,409.75,,1910.6,,72.6,0.877,0.877,28.19,0.0,828.86,,,,336.2,6.5,-0.4,101.2,1445.0,38.742,-121.367
56526,,,,,,,,,,,409.78,1910.9,1910.9,,75.3,,0.876,28.18,0.0,828.7,,,,336.2,6.5,-0.3,101.0,1448.0,38.742,-121.368
56527,,,,,,,,,,,409.85,,1911.0,77.6,77.6,0.874,0.875,28.18,0.0,828.78,,,,336.5,6.5,-0.2,100.7,1451.0,38.743,-121.368
56528,,,,,,,,,,409.91,409.9,1911.2,1911.1,,77.8,,0.874,28.21,0.0,828.86,,,,336.7,6.4,-0.3,100.3,1454.0,38.743,-121.368
56529,,,,,,,,,,,409.87,,1911.0,78.0,78.0,,0.874,28.19,0.0,828.8,,,,336.7,6.5,-0.4,100.1,1456.0,38.744,-121.369
56530,,,,,,,,,,409.83,409.83,,1910.8,,79.4,0.874,0.874,28.15,0.0,828.24,,,,336.6,6.4,-0.5,100.4,1459.0,38.744,-121.369
56531,,,,,,,,,,,409.87,1910.6,1910.8,81.8,81.1,,0.873,28.12,0.0,827.94,,,,336.6,6.4,-0.5,100.4,1462.0,38.745,-121.369
56532,,,,,,,,,,409.92,409.91,,1911.1,,80.8,0.873,0.873,28.11,0.0,827.76,,,,336.6,6.4,-0.4,100.3,1465.0,38.745,-121.37
56533,,,,,,,,,,,409.95,1911.3,1911.3,,79.0,,0.873,28.09,0.0,827.52,,,,336.6,6.4,-0.5,100.3,1468.0,38.746,-121.37
56534,,,,,,,,,,,409.99,,1911.3,77.6,77.7,0.872,0.873,28.09,0.0,827.28,,,,336.6,6.4,-0.6,100.3,1470.0,38.746,-121.37
56535,,,,,,,,,,410.02,410.01,1911.3,1911.3,,78.5,,0.872,28.04,0.0,826.8,,,,336.4,6.4,-0.6,100.5,1473.0,38.747,-121.37
56536,,,,,,,,,,,409.97,,1911.3,79.4,79.4,,0.871,27.97,0.0,826.0,,,,336.2,6.4,-0.7,101.1,1476.0,38.747,-121.371
56537,,,,,,,,,,409.93,409.94,,1911.2,,78.6,0.87,0.87,27.93,0.0,825.6,,,,336.1,6.4,-0.6,101.3,1478.0,38.748,-121.371
56538,,,,,,,,,,,409.92,1911.1,1911.2,77.1,77.6,,0.87,27.93,0.0,825.34,,,,336.1,6.4,-0.4,101.3,1481.0,38.748,-121.371
56539,,,,,,,,,,409.9,409.91,,1911.4,,77.2,0.869,0.87,27.92,0.0,825.16,,,,336.1,6.4,-0.4,101.2,1484.0,38.749,-121.372
56540,,,,,,,,,,,409.91,1911.6,1911.6,,77.2,,0.87,27.9,0.0,824.98,,,,336.1,6.4,-0.4,101.2,1487.0,38.749,-121.372
56541,,,,,,,,,,,409.92,,1911.5,77.2,77.8,0.87,0.87,27.87,0.0,824.82,,,,336.1,6.4,-0.4,101.1,1489.0,38.75,-121.372
56542,,,,,,,,,,409.92,409.93,1911.3,1911.4,,80.0,,0.87,27.85,0.0,824.42,,,,336.0,6.3,-0.4,101.2,1492.0,38.75,-121.373
56543,,,,,,,,,,,409.93,,1911.5,82.4,82.3,,0.87,27.84,0.0,824.34,,,,336.1,6.4,-0.3,101.1,1495.0,38.751,-121.373
